# # Time 	 Separation 	 Orbital Phase 
# 
1.682878767000000053e+00	2.318120356000000104e+00	-1.705107182968026764e-15
1.688414480999999912e+00	2.317923025999999886e+00	-1.717001501498523154e-15
1.693950194999999992e+00	2.317724469999999926e+00	-1.728898797879974349e-15
1.699485909999999933e+00	2.317524686000000056e+00	-1.740912597985590477e-15
1.705021624000000013e+00	2.317323672000000112e+00	-1.753103961732627375e-15
1.710557338000000094e+00	2.317121425999999929e+00	-1.765294143026926524e-15
1.716093051999999952e+00	2.316917945999999784e+00	-1.777546741830105292e-15
1.721628766999999893e+00	2.316713227999999791e+00	-1.789773296878676278e-15
1.727164480999999974e+00	2.316507271999999951e+00	-1.801940259136816370e-15
1.732700195000000054e+00	2.316300073999999931e+00	-1.814062360557520845e-15
1.738235909999999995e+00	2.316091632000000011e+00	-1.826168679840901835e-15
1.743771624000000076e+00	2.315881944000000026e+00	-1.838289016860178899e-15
1.749307337999999934e+00	2.315671007999999809e+00	-1.850463081843792302e-15
1.754843052000000014e+00	2.315458819999999918e+00	-1.862569533411093222e-15
1.760378766999999955e+00	2.315245382000000074e+00	-1.874784058634178974e-15
1.765914481000000036e+00	2.315030686000000060e+00	-1.887113438460918750e-15
1.771450194999999894e+00	2.314814734000000040e+00	-1.899584266254286094e-15
1.776985910000000057e+00	2.314597523999999851e+00	-1.912069642393689941e-15
1.782521623999999916e+00	2.314379049999999882e+00	-1.924736108374295827e-15
1.788057337999999996e+00	2.314159313999999856e+00	-1.937540569862425636e-15
1.793593052000000077e+00	2.313938311999999886e+00	-1.950418511416219620e-15
1.799128767000000018e+00	2.313716040000000085e+00	-1.963310230584735164e-15
1.804664481000000098e+00	2.313492498000000008e+00	-1.976169395817076915e-15
1.810200194999999956e+00	2.313267682000000214e+00	-1.988997492076664731e-15
1.815735909999999897e+00	2.313041591999999813e+00	-2.001791437739092963e-15
1.821271623999999978e+00	2.312814225999999973e+00	-2.014374660803387761e-15
1.826807338000000058e+00	2.312585582000000084e+00	-2.026906762060752216e-15
1.832343051999999917e+00	2.312355655999999815e+00	-2.039388529080147618e-15
1.837878767000000080e+00	2.312124448000000054e+00	-2.051851652753251665e-15
1.843414480999999938e+00	2.311891956000000192e+00	-2.064184213978899211e-15
1.848950195000000019e+00	2.311658175999999898e+00	-2.076622390731872974e-15
1.854485909999999960e+00	2.311423108000000060e+00	-2.089208424578923965e-15
1.860021624000000040e+00	2.311186747999999902e+00	-2.101948449732111564e-15
1.865557337999999898e+00	2.310949095999999869e+00	-2.114633121282737568e-15
1.871093051999999979e+00	2.310710149999999796e+00	-2.127410738209636646e-15
1.876628766999999920e+00	2.310469904000000074e+00	-2.140295927438317026e-15
1.882164481000000000e+00	2.310228359999999981e+00	-2.153341667920655045e-15
